geo_unit,Solo Adult,Adult Couple,Adult multi-house,Adult with Children,Couple with Children,Adults with Children
TEMP006443,12,10,6,16,18,2
TEMP006444,13,19,6,12,17,4
TEMP006445,16,11,5,6,22,2
TEMP006446,14,19,3,8,20,4
TEMP006447,14,21,3,5,19,5
TEMP006448,28,15,4,13,16,2
TEMP006449,20,8,5,7,21,4
TEMP006450,11,21,4,11,17,2
TEMP006451,19,14,3,6,15,7
TEMP006452,11,13,4,14,17,6
TEMP006453,17,8,7,11,14,6
TEMP006454,21,12,7,12,17,3
TEMP006455,16,15,6,12,16,3
TEMP006456,12,10,5,8,14,3
TEMP006457,13,18,5,10,22,3
TEMP006458,21,17,2,7,20,4
TEMP006459,19,17,3,10,18,3
TEMP006460,16,18,5,9,18,1
TEMP006461,22,15,6,8,19,2
TEMP006462,12,19,3,12,14,5
TEMP006463,9,17,6,11,14,5
TEMP006464,27,14,4,6,20,2
TEMP006465,17,17,5,8,22,0
TEMP006466,16,14,7,7,20,2
TEMP006467,18,15,3,8,21,2
TEMP006468,19,9,7,6,21,1
TEMP006469,14,17,3,14,19,4
TEMP006470,471,422,122,251,547,82
TEMP006471,15,15,7,8,18,4
TEMP006472,9,9,8,8,20,4
TEMP006473,27,21,3,11,17,0
TEMP006474,9,10,5,8,22,5
TEMP006475,20,20,3,7,22,0
TEMP006476,16,15,4,11,17,3
TEMP006477,21,13,3,13,19,3
TEMP006478,13,22,6,7,22,2
TEMP006479,23,21,4,5,22,1
TEMP006480,21,10,6,3,21,5
TEMP006481,20,12,3,2,23,4
TEMP006482,11,15,7,14,15,4
TEMP006483,19,21,2,7,22,1
TEMP006484,14,15,6,9,18,2
TEMP006485,18,12,6,9,19,3
TEMP006486,16,12,5,10,14,2
TEMP006487,22,11,4,8,13,3
TEMP006488,15,7,4,10,16,3
TEMP006489,15,16,4,8,13,4
TEMP006490,16,11,4,11,13,2
TEMP006491,16,11,4,7,19,2
TEMP006492,14,15,3,4,15,4
TEMP006493,14,12,4,8,18,2
TEMP006494,7,11,6,4,17,3
TEMP006495,12,11,6,8,15,2
TEMP006496,13,10,6,12,17,0
TEMP006497,16,11,4,5,15,4
TEMP006498,22,4,5,12,16,0
TEMP006499,13,12,1,5,18,4
TEMP006500,14,10,3,12,14,3
TEMP006501,16,12,5,3,12,8
TEMP006502,9,10,5,7,20,3
TEMP006503,14,12,3,8,16,3
TEMP006504,14,17,3,6,19,2
TEMP006505,14,22,3,9,13,3
TEMP006506,15,9,3,9,19,1
TEMP006507,12,7,8,6,18,2
TEMP006508,8,12,4,11,13,6
TEMP006509,22,15,2,7,17,2
TEMP006510,20,14,3,5,21,0
TEMP006511,17,6,4,7,18,2
TEMP006512,16,15,7,10,10,3
TEMP006513,5,19,5,11,10,4
TEMP006514,14,12,4,12,15,2
TEMP006515,7,15,5,6,18,2
TEMP006516,14,6,7,10,13,3
TEMP006517,20,4,5,11,18,2
TEMP006518,16,14,3,8,18,3
TEMP006519,20,20,4,10,12,2
TEMP006520,11,13,3,9,11,6
TEMP006521,21,11,3,8,18,3
TEMP006522,14,17,4,5,18,3
TEMP006523,16,15,4,9,19,0
TEMP006524,19,17,3,5,15,4
TEMP006525,16,12,3,8,19,2
TEMP006526,16,15,2,8,15,4
TEMP006527,11,14,5,7,18,2
TEMP006528,22,10,3,8,13,5
TEMP006529,14,16,4,7,18,1
TEMP006530,17,9,5,7,15,4
TEMP006531,10,11,7,3,18,3
TEMP006532,19,13,4,9,13,5
TEMP006533,10,16,4,5,20,3
TEMP006534,22,9,3,12,12,3
TEMP006535,18,15,1,12,15,1
TEMP006536,7,14,5,5,19,5
TEMP006537,16,17,3,8,17,2
TEMP006538,10,14,5,10,17,1
TEMP006539,14,9,7,9,17,4
TEMP006540,10,13,5,10,16,2
TEMP006541,15,14,5,6,17,2
TEMP006542,17,14,4,11,14,3
TEMP006543,14,8,6,7,17,2
TEMP006544,13,8,5,12,12,5
TEMP006545,17,12,5,12,16,2
TEMP006546,11,12,4,6,16,6
TEMP006547,19,12,4,10,20,0
TEMP006548,13,14,4,6,17,3
TEMP006549,14,13,5,3,16,6
TEMP006550,15,12,4,10,16,2
TEMP006551,14,18,4,15,12,1
TEMP006552,12,14,5,6,15,1
TEMP006553,15,15,1,6,21,1
TEMP006554,11,17,5,8,15,3
TEMP006555,12,8,7,7,20,1
TEMP006556,8,5,6,8,17,4
TEMP006557,8,15,5,11,16,2
TEMP006558,11,16,8,7,23,6
TEMP006559,14,23,6,8,29,3
TEMP006560,29,10,8,9,21,8
TEMP006561,18,17,6,9,27,2
TEMP006562,21,15,5,15,24,4
TEMP006563,17,18,7,15,22,4
TEMP006564,16,17,7,14,23,4
TEMP006565,26,19,4,11,23,6
TEMP006566,22,16,6,12,28,2
TEMP006567,19,21,6,11,27,4
TEMP006568,27,23,4,13,21,6
TEMP006569,21,19,7,10,28,4
TEMP006570,18,28,5,13,24,4
TEMP006571,13,12,7,19,22,5
TEMP006572,24,18,8,16,20,4
TEMP006573,23,21,6,11,24,3
TEMP006574,13,18,7,12,24,5
TEMP006575,30,13,5,13,20,5
TEMP006576,29,17,6,15,24,3
TEMP006577,17,20,5,12,26,3
TEMP006578,40,46,8,18,41,7
TEMP006579,9,14,1,7,17,1
TEMP006580,10,8,3,6,13,7
TEMP006581,8,7,3,10,11,5
TEMP006582,6,10,6,5,13,3
TEMP006583,9,11,4,3,12,4
TEMP006584,13,10,3,6,13,2
TEMP006585,9,12,3,7,16,0
TEMP006586,9,5,5,5,16,3
TEMP006587,11,7,4,2,18,1
TEMP006588,16,11,2,8,9,4
TEMP006589,9,10,4,7,15,2
TEMP006590,16,4,3,7,13,3
TEMP006591,14,10,4,3,14,4
TEMP006592,10,11,4,5,14,4
TEMP006593,5,9,5,10,13,2
TEMP006594,11,8,5,5,17,0
TEMP006595,8,10,4,7,15,2
TEMP006596,16,10,1,5,13,4
TEMP006597,22,10,2,5,11,6
TEMP006598,9,11,4,6,16,1
TEMP006599,11,13,4,8,13,2
TEMP006600,10,14,5,7,17,1
TEMP006601,4,14,3,7,10,5
TEMP006602,15,7,2,7,15,1
TEMP006603,20,12,3,4,14,1
TEMP006604,10,11,4,9,16,0
TEMP006605,10,15,1,2,17,4
TEMP006606,6,16,2,12,10,3
TEMP006607,15,15,4,5,13,4
TEMP006608,9,9,1,7,14,3
TEMP006609,18,8,2,14,11,1
TEMP006610,14,9,3,8,16,0
TEMP006611,8,10,2,6,14,4
TEMP006612,15,12,2,5,14,2
TEMP006613,18,13,4,5,14,0
TEMP006614,12,8,3,6,13,3
TEMP006615,15,9,4,7,14,3
TEMP006616,13,10,2,2,16,4
TEMP006617,6,10,5,5,16,2
TEMP006618,18,13,4,8,11,2
TEMP006619,19,19,0,4,14,1
TEMP006620,8,14,3,4,15,5
TEMP006621,10,5,5,9,12,2
TEMP006622,17,11,3,8,15,2
TEMP006623,10,15,3,8,13,0
TEMP006624,17,7,4,11,13,2
TEMP006625,13,11,6,9,10,2
TEMP006626,17,18,7,7,17,2
TEMP006627,26,17,5,12,20,2
TEMP006628,14,22,4,7,17,5
TEMP006629,18,17,5,11,18,4
TEMP006630,8,14,8,6,24,1
TEMP006631,17,11,3,15,18,2
TEMP006632,21,10,4,9,22,2
TEMP006633,14,22,4,9,19,3
TEMP006634,33,11,5,6,17,7
TEMP006635,26,11,4,8,19,5
TEMP006636,18,12,6,10,19,2
TEMP006637,25,13,5,18,12,3
TEMP006638,22,9,5,11,19,5
TEMP006639,22,14,5,7,19,5
TEMP006640,20,14,6,10,17,4
TEMP006641,16,17,3,12,17,4
TEMP006642,17,10,6,10,19,2
TEMP006643,20,10,5,8,21,4
TEMP006644,10,6,9,3,28,1
TEMP006645,21,11,4,10,18,2
TEMP006646,18,13,4,14,19,1
TEMP006647,18,11,2,9,17,5
TEMP006648,17,16,5,9,17,3
TEMP006649,21,11,4,9,17,5
TEMP006650,16,18,1,9,17,4
TEMP006651,19,14,6,9,18,1
TEMP006652,21,22,2,5,21,2
TEMP006653,21,15,2,11,17,3
TEMP006654,19,12,3,4,22,3
TEMP006655,14,9,4,10,18,4
TEMP006656,19,14,3,9,18,3
TEMP006657,7,4,2,7,9,1
TEMP006658,17,19,4,6,21,2
TEMP006659,11,17,5,12,19,2
TEMP006660,11,12,6,9,22,1
TEMP006661,19,10,3,12,18,3
TEMP006662,12,16,8,7,16,2
TEMP006663,8,8,5,5,21,4
TEMP006664,15,17,4,7,19,4
TEMP006665,19,13,5,7,17,3
TEMP006666,20,12,5,9,17,2
TEMP006667,18,15,2,6,20,6
TEMP006668,14,14,5,9,18,4
TEMP006669,21,13,6,4,17,5
TEMP006670,15,14,4,12,19,3
TEMP006671,16,15,5,6,18,5
TEMP006672,14,11,5,10,20,3
TEMP006673,17,8,2,8,21,4
TEMP006674,17,8,5,14,20,2
TEMP006675,15,14,4,12,19,3
TEMP006676,10,5,7,13,16,5
TEMP006677,14,16,6,10,16,6
TEMP006678,16,12,6,10,19,1
TEMP006679,11,15,5,7,19,2
TEMP006680,18,16,1,5,19,5
TEMP006681,23,13,2,11,18,3
TEMP006682,17,24,1,8,17,3
TEMP006683,27,31,13,24,31,8
TEMP006684,29,26,14,11,38,7
TEMP006685,35,32,10,20,39,2
TEMP006686,32,34,10,21,39,4
TEMP006687,35,25,11,17,40,7
TEMP006688,31,39,8,24,33,7
TEMP006689,34,24,11,17,42,5
TEMP006690,36,29,7,19,33,10
TEMP006691,31,31,8,18,42,4
TEMP006692,35,28,11,19,39,5
TEMP006693,29,28,9,24,38,4
TEMP006694,20,11,4,9,22,1
TEMP006695,13,15,6,11,18,3
TEMP006696,20,15,3,12,20,0
TEMP006697,20,12,2,8,22,2
TEMP006698,23,15,6,12,17,2
TEMP006699,9,14,5,8,20,2
TEMP006700,15,20,2,6,21,6
TEMP006701,18,13,4,15,18,4
TEMP006702,26,16,2,15,17,1
TEMP006703,12,14,7,12,16,3
TEMP006704,21,16,5,11,17,2
TEMP006705,22,13,4,9,21,3
TEMP006706,18,16,5,12,19,2
TEMP006707,12,14,6,9,18,5
TEMP006708,8,9,8,7,17,3
TEMP006709,22,21,2,8,21,1
TEMP006710,20,11,4,11,19,1
TEMP006711,19,22,3,11,16,5
TEMP006712,14,13,8,15,17,2
TEMP006713,13,21,1,11,18,4
TEMP006714,25,13,4,10,16,3
TEMP006715,10,14,5,8,20,3
TEMP006716,20,20,1,5,23,3
TEMP006717,20,15,7,7,19,3
TEMP006718,21,11,3,7,21,2
TEMP006719,26,10,6,7,19,5
TEMP006720,22,17,4,10,16,2
TEMP006721,7,13,6,8,20,3
TEMP006722,23,13,5,6,20,4
TEMP006723,16,12,5,7,17,5
TEMP006724,17,12,4,5,21,5
TEMP006725,10,9,4,12,17,4
TEMP006726,17,18,4,9,17,0
TEMP006727,6,11,9,5,19,0
TEMP006728,16,14,2,8,17,3
TEMP006729,11,12,4,8,16,2
TEMP006730,10,17,3,7,14,6
TEMP006731,7,11,5,13,14,3
TEMP006732,15,14,6,6,15,3
TEMP006733,8,17,5,6,17,3
TEMP006734,11,14,4,9,19,2
TEMP006735,10,7,7,6,15,3
TEMP006736,12,16,5,7,18,2
TEMP006737,14,20,2,9,13,4
TEMP006738,11,5,6,8,19,3
TEMP006739,22,9,4,10,15,2
TEMP006740,15,14,3,6,20,0
TEMP006741,23,12,4,11,17,1
TEMP006742,11,9,8,16,10,1
TEMP006743,14,17,2,9,16,1
TEMP006744,11,13,1,11,15,4
TEMP006745,9,14,4,10,15,3
TEMP006746,17,13,4,8,19,2
TEMP006747,18,17,2,11,16,0
TEMP006748,10,19,2,10,14,2
TEMP006749,18,8,5,6,16,3
TEMP006750,14,11,5,8,15,2
TEMP006751,17,20,3,8,13,4
TEMP006752,20,4,6,6,20,1
TEMP006753,16,18,2,4,20,3
TEMP006754,14,19,3,5,18,2
TEMP006755,25,11,7,17,18,2
TEMP006756,17,16,7,10,18,4
TEMP006757,20,10,10,6,21,5
TEMP006758,16,14,5,18,14,6
TEMP006759,22,11,5,7,22,6
TEMP006760,20,23,4,10,19,5
TEMP006761,22,16,4,19,15,5
TEMP006762,14,13,3,7,18,2
TEMP006763,18,17,4,13,23,3
TEMP006764,22,17,5,10,18,5
TEMP006765,25,16,7,10,22,3
TEMP006766,19,19,3,12,22,1
TEMP006767,18,12,5,9,25,2
TEMP006768,16,11,7,13,20,6
TEMP006769,23,15,8,14,19,2
TEMP006770,14,21,4,9,20,7
TEMP006771,15,20,9,11,23,2
TEMP006772,15,15,6,14,22,3
TEMP006773,14,17,5,14,22,3
TEMP006774,24,18,10,12,19,1
TEMP006775,18,13,3,5,26,5
TEMP006776,21,26,3,11,21,3
TEMP006777,17,15,6,9,20,6
TEMP006778,12,11,4,7,17,4
TEMP006779,14,21,3,12,14,2
TEMP006780,14,6,5,7,19,4
TEMP006781,15,10,5,5,19,5
TEMP006782,14,15,6,10,15,1
TEMP006783,22,17,8,3,19,1
TEMP006784,11,5,6,9,16,3
TEMP006785,9,9,7,4,20,3
TEMP006786,19,12,4,6,19,3
TEMP006787,11,15,2,9,15,4
TEMP006788,12,11,8,9,16,2
TEMP006789,23,19,0,9,14,3
TEMP006790,14,18,4,7,18,2
TEMP006791,22,12,3,9,16,3
TEMP006792,17,14,1,13,14,3
TEMP006793,23,10,5,15,10,3
TEMP006794,13,16,4,10,13,4
TEMP006795,18,13,4,8,17,2
TEMP006796,21,19,2,7,17,2
TEMP006797,17,12,3,9,16,2
TEMP006798,11,7,5,12,15,3
TEMP006799,19,9,4,4,20,2
TEMP006800,8,16,6,9,14,6
TEMP006801,15,8,8,6,16,4
TEMP006802,21,14,5,7,14,5
TEMP006803,17,13,5,12,13,3
TEMP006804,15,9,8,7,16,3
TEMP006805,18,12,7,6,16,1
TEMP006806,14,12,5,10,17,4
TEMP006807,10,14,5,7,13,4
TEMP006808,14,15,5,5,23,0
TEMP006809,17,17,1,6,22,2
TEMP006810,13,14,5,5,23,2
TEMP006811,12,10,2,5,18,7
TEMP006812,18,15,2,12,19,2
TEMP006813,15,13,8,9,19,2
TEMP006814,21,11,8,5,19,3
TEMP006815,16,11,4,13,17,3
TEMP006816,16,17,4,11,20,3
TEMP006817,13,17,2,14,20,1
TEMP006818,13,19,5,13,17,3
TEMP006819,13,12,4,12,17,4
TEMP006820,14,14,7,7,19,4
TEMP006821,13,16,5,14,17,1
TEMP006822,12,20,6,12,16,4
TEMP006823,15,17,5,12,23,2
TEMP006824,18,17,9,17,13,4
TEMP006825,13,23,7,13,18,1
TEMP006826,17,12,8,11,23,2
TEMP006827,13,14,5,11,19,7
TEMP006828,10,7,8,12,19,3
TEMP006829,21,16,2,7,23,3
TEMP006830,19,13,8,13,16,5
TEMP006831,23,14,2,5,20,7
TEMP006832,19,20,2,13,17,4
TEMP006833,20,10,9,10,16,4
TEMP006834,12,16,6,10,24,2
TEMP006835,19,7,4,12,21,4
TEMP006836,19,12,3,10,21,4
TEMP006837,13,13,5,12,22,3
TEMP006838,19,16,4,10,23,2
TEMP006839,15,17,9,9,20,3
TEMP006840,17,17,5,14,19,2
TEMP006841,16,26,5,7,24,1
TEMP006842,17,10,6,14,19,2
TEMP006843,19,11,5,6,24,4
TEMP006844,24,20,5,9,17,3
TEMP006845,19,13,9,9,18,4
TEMP006846,18,16,2,11,24,1
TEMP006847,28,9,4,10,20,6
TEMP006848,13,13,9,9,24,1
TEMP006849,20,16,6,10,23,5
TEMP006850,22,15,7,12,17,2
TEMP006851,25,17,3,6,24,2
TEMP006852,7,11,9,8,24,5
TEMP006853,25,19,3,14,18,4
TEMP006854,15,13,9,10,18,6
TEMP006855,20,14,4,13,20,3
TEMP006856,20,17,7,17,16,2
TEMP006857,20,24,2,6,23,2
TEMP006858,13,14,4,6,26,3
TEMP006859,20,11,5,11,20,5
TEMP006860,15,11,4,10,23,4
TEMP006861,18,21,3,6,22,3
TEMP006862,15,21,6,15,13,5
TEMP006863,17,15,4,6,25,1
TEMP006864,27,13,6,8,23,1
TEMP006865,24,17,5,7,24,3
TEMP006866,12,19,4,17,17,4
TEMP006867,17,12,6,15,18,3
TEMP006868,23,16,6,14,19,1
TEMP006869,26,22,3,9,19,2
TEMP006870,15,11,7,9,15,3
TEMP006871,8,10,1,7,21,3
TEMP006872,17,12,5,10,17,3
TEMP006873,11,9,5,10,18,2
TEMP006874,13,12,3,10,18,2
TEMP006875,12,15,3,14,16,2
TEMP006876,18,15,2,10,19,1
TEMP006877,15,13,4,8,15,3
TEMP006878,20,12,2,4,14,8
TEMP006879,18,9,6,11,14,3
TEMP006880,19,15,5,4,18,4
TEMP006881,6,18,2,6,24,1
TEMP006882,19,8,7,9,14,2
TEMP006883,20,9,5,9,16,2
TEMP006884,11,15,6,4,20,4
TEMP006885,13,9,4,10,16,4
TEMP006886,19,15,1,8,20,1
TEMP006887,16,10,5,9,14,5
TEMP006888,10,11,5,2,24,2
TEMP006889,20,10,2,5,14,2
TEMP006890,11,9,7,4,15,2
TEMP006891,10,7,4,6,13,6
TEMP006892,16,8,6,9,11,1
TEMP006893,7,9,7,5,14,3
TEMP006894,4,4,2,8,17,2
TEMP006895,11,12,3,8,14,2
TEMP006896,15,5,8,5,13,3
TEMP006897,15,14,4,10,12,2
TEMP006898,14,17,3,6,15,1
TEMP006899,13,12,3,2,13,4
TEMP006900,15,16,3,8,13,0
TEMP006901,8,14,2,11,14,0
TEMP006902,13,8,4,7,10,5
TEMP006903,13,15,1,8,13,3
TEMP006904,12,10,5,8,11,4
TEMP006905,4,14,5,4,14,6
TEMP006906,10,11,3,11,13,1
TEMP006907,11,12,2,7,19,2
TEMP006908,18,12,4,14,11,0
TEMP006909,14,8,4,8,15,1
TEMP006910,11,14,3,7,14,2
TEMP006911,13,8,6,8,12,2
TEMP006912,11,11,5,5,12,3
TEMP006913,10,11,3,8,18,0
TEMP006914,10,9,3,7,16,2
TEMP006915,13,11,5,9,12,3
TEMP006916,17,8,4,7,14,2
TEMP006917,17,10,3,9,13,2
TEMP006918,26,9,2,9,14,1
TEMP006919,11,11,3,5,17,2
TEMP006920,10,12,4,3,14,3
TEMP006921,16,12,3,4,16,3
TEMP006922,12,14,2,4,18,1
TEMP006923,14,12,4,5,15,2
TEMP006924,16,8,5,7,16,5
TEMP006925,12,11,5,9,21,3
TEMP006926,17,21,2,16,12,3
TEMP006927,27,18,2,14,11,3
TEMP006928,21,19,0,8,13,6
TEMP006929,11,20,4,8,20,2
TEMP006930,18,12,4,9,16,5
TEMP006931,11,9,5,11,15,4
TEMP006932,15,16,4,8,15,5
TEMP006933,12,10,5,10,19,3
TEMP006934,16,12,4,4,18,5
TEMP006935,14,15,4,16,12,3
TEMP006936,17,7,5,11,15,3
TEMP006937,14,11,4,9,19,2
TEMP006938,14,11,1,6,22,3
TEMP006939,18,10,5,8,19,3
TEMP006940,18,14,7,13,18,2
TEMP006941,20,14,3,7,18,4
TEMP006942,17,10,4,13,12,5
TEMP006943,10,14,7,13,12,6
TEMP006944,12,14,4,10,18,2
TEMP006945,10,9,3,7,21,4
TEMP006946,12,17,4,10,16,3
TEMP006947,17,13,5,6,20,3
TEMP006948,10,11,7,8,18,5
TEMP006949,8,8,8,9,20,1
TEMP006950,16,7,8,11,17,0
TEMP006951,19,15,3,10,17,2
TEMP006952,12,12,6,9,13,4
TEMP006953,20,17,2,9,17,4
TEMP006954,14,11,5,5,20,2
TEMP006955,17,14,6,9,18,1
TEMP006956,14,12,6,7,14,7
TEMP006957,6,15,6,6,17,4
TEMP006958,13,16,4,6,19,1
TEMP006959,20,15,6,4,18,3
TEMP006960,19,10,3,10,18,1
TEMP006961,13,12,5,10,14,3
TEMP006962,14,17,3,8,18,1
TEMP006963,20,15,3,12,18,1
TEMP006964,9,7,3,5,17,0
TEMP006965,11,9,2,9,13,2
TEMP006966,15,8,6,10,10,1
TEMP006967,17,9,5,5,15,0
TEMP006968,17,11,2,6,13,2
TEMP006969,11,11,4,11,12,1
TEMP006970,14,9,3,6,12,3
TEMP006971,11,11,6,13,9,0
TEMP006972,8,13,7,6,12,2
TEMP006973,13,12,3,8,12,3
TEMP006974,10,11,3,4,16,2
TEMP006975,11,8,5,9,12,2
TEMP006976,13,11,3,5,14,2
TEMP006977,6,7,3,4,12,6
TEMP006978,18,13,2,8,15,0
TEMP006979,6,10,2,6,11,6
TEMP006980,11,7,3,7,14,2
TEMP006981,7,13,6,11,11,1
TEMP006982,5,7,5,7,13,5
TEMP006983,9,6,6,2,12,5
TEMP006984,11,7,5,6,14,2
TEMP006985,16,7,4,5,15,2
TEMP006986,10,7,3,7,14,3
TEMP006987,12,4,4,9,13,2
TEMP006988,14,6,4,2,18,0
TEMP006989,8,10,4,6,13,6
TEMP006990,16,8,3,8,12,5
TEMP006991,11,9,4,6,13,1
TEMP006992,9,11,4,9,12,2
TEMP006993,5,9,5,7,14,2
TEMP006994,15,8,5,8,14,0
TEMP006995,15,8,6,5,12,1
TEMP006996,12,10,3,8,10,5
TEMP006997,13,12,1,9,12,2
TEMP006998,11,12,2,7,14,2
TEMP006999,7,9,4,10,12,2
TEMP007000,6,9,2,3,14,5
TEMP007001,15,5,2,9,14,1
TEMP007002,7,9,4,7,13,3
TEMP007003,9,8,7,3,12,3
TEMP007004,17,12,5,6,11,3
TEMP007005,17,13,4,9,16,6
TEMP007006,21,14,3,9,16,6
TEMP007007,16,13,4,15,17,2
TEMP007008,21,19,4,9,18,1
TEMP007009,8,14,7,8,19,4
TEMP007010,19,17,4,8,21,0
TEMP007011,12,13,3,5,20,1
TEMP007012,19,13,1,5,23,3
TEMP007013,21,18,5,10,18,3
TEMP007014,19,9,3,11,23,1
TEMP007015,14,13,9,9,17,2
TEMP007016,14,21,4,12,19,3
TEMP007017,19,16,5,5,17,4
TEMP007018,19,20,4,7,18,2
TEMP007019,22,14,4,5,24,1
TEMP007020,24,13,4,10,19,4
TEMP007021,23,6,7,10,20,2
TEMP007022,12,14,4,7,24,4
TEMP007023,19,7,9,7,21,1
TEMP007024,20,7,5,10,17,4
TEMP007025,14,9,8,13,17,4
TEMP007026,17,14,3,8,19,5
TEMP007027,17,17,2,8,20,4
TEMP007028,16,14,6,10,15,3
TEMP007029,15,7,6,13,16,3
TEMP007030,16,15,3,9,19,5
TEMP007031,17,13,4,11,22,1
TEMP007032,15,16,6,7,26,0
TEMP007033,19,5,6,11,19,4
TEMP007034,21,14,4,14,14,4
TEMP007035,18,19,6,12,15,2
TEMP007036,19,12,4,13,21,1
TEMP007037,13,11,5,9,17,5
TEMP007038,19,18,2,7,21,4
TEMP007039,18,17,6,8,21,1
TEMP007040,12,13,6,10,19,3
TEMP007041,19,17,5,10,14,5
TEMP007042,24,16,3,11,15,3
TEMP007043,11,10,7,11,17,3
TEMP007044,13,19,4,15,15,3
TEMP007045,16,20,4,7,21,1
TEMP007046,16,19,3,6,20,0
TEMP007047,12,16,3,6,19,0
TEMP007048,15,7,2,12,18,2
TEMP007049,18,12,5,11,11,2
TEMP007050,24,11,4,9,16,0
TEMP007051,13,16,3,9,19,0
TEMP007052,13,11,2,5,16,5
TEMP007053,9,13,5,8,20,1
TEMP007054,9,16,4,9,18,1
TEMP007055,13,16,3,9,16,2
TEMP007056,13,10,3,8,16,4
TEMP007057,19,9,3,11,15,2
TEMP007058,18,4,7,4,16,4
TEMP007059,11,14,4,10,17,1
TEMP007060,8,15,4,5,20,3
TEMP007061,20,14,5,7,16,1
TEMP007062,10,14,4,6,17,4
TEMP007063,12,9,6,8,16,2
TEMP007064,14,7,7,8,17,3
TEMP007065,11,15,3,4,22,1
TEMP007066,21,14,4,4,17,4
TEMP007067,5,12,3,10,15,5
TEMP007068,15,12,5,11,15,4
TEMP007069,11,11,2,9,18,3
TEMP007070,15,19,3,5,19,0
TEMP007071,18,19,3,6,16,4
TEMP007072,17,16,3,10,13,3
TEMP007073,15,16,5,7,15,2
TEMP007074,13,13,3,9,18,1
TEMP007075,13,11,5,7,15,3
TEMP007076,18,10,3,8,12,6
TEMP007077,13,14,2,6,21,1
TEMP007078,10,10,2,8,17,3
TEMP007079,25,8,2,12,13,3
TEMP007080,16,11,2,5,18,3
TEMP007081,16,18,3,8,14,2
TEMP007082,13,6,4,4,19,3
TEMP007083,16,14,3,3,20,3
TEMP007084,16,13,3,5,19,2
TEMP007085,25,14,2,6,13,4
TEMP007086,20,15,2,12,12,3
TEMP007087,28,12,4,11,10,3
TEMP007088,20,12,4,8,17,1
TEMP007089,13,15,4,9,16,2
TEMP007090,10,10,7,6,12,7
TEMP007091,15,13,7,12,14,2
TEMP007092,6,15,6,4,15,4
TEMP007093,15,21,3,10,16,0
TEMP007094,20,15,4,11,7,7
TEMP007095,15,13,6,5,18,2
TEMP007096,16,11,4,5,16,3
TEMP007097,13,10,3,8,17,2
TEMP007098,16,9,5,11,15,1
TEMP007099,17,12,4,11,14,2
TEMP007100,14,12,4,8,17,2
TEMP007101,16,9,3,8,21,2
TEMP007102,17,11,4,8,13,4
TEMP007103,23,16,3,7,18,0
TEMP007104,13,11,6,6,19,3
TEMP007105,6,10,7,6,15,5
TEMP007106,22,12,3,7,10,7
TEMP007107,15,13,3,7,16,4
TEMP007108,12,10,4,10,16,3
TEMP007109,16,14,7,7,15,3
TEMP007110,12,9,5,7,14,4
TEMP007111,12,13,4,6,16,5
TEMP007112,11,14,2,5,20,5
TEMP007113,15,10,4,12,12,5
TEMP007114,11,9,5,12,14,3
TEMP007115,11,14,2,6,20,3
TEMP007116,11,14,5,4,19,3
TEMP007117,11,14,5,8,19,3
TEMP007118,12,11,3,3,19,3
TEMP007119,10,9,4,8,16,4
TEMP007120,17,11,3,7,17,2
TEMP007121,11,12,3,8,13,5
TEMP007122,19,12,4,6,15,7
TEMP007123,17,22,6,9,26,4
TEMP007124,20,11,12,15,21,2
TEMP007125,14,21,8,16,26,2
TEMP007126,15,15,8,9,26,3
TEMP007127,25,12,5,10,22,6
TEMP007128,25,20,7,12,20,7
TEMP007129,13,18,8,13,26,3
TEMP007130,12,22,9,17,23,2
TEMP007131,10,15,4,7,18,2
TEMP007132,16,23,6,16,25,1
TEMP007133,23,12,5,14,25,4
TEMP007134,26,22,6,7,22,5
TEMP007135,17,18,4,11,21,8
TEMP007136,24,23,4,10,27,5
TEMP007137,13,13,6,11,28,4
TEMP007138,18,19,8,14,25,2
TEMP007139,25,21,6,14,23,4
TEMP007140,20,20,4,15,20,7
TEMP007141,25,16,7,6,26,5
TEMP007142,21,12,5,10,20,8
TEMP007143,6,12,3,7,12,6
TEMP007144,5,15,4,6,12,4
TEMP007145,12,6,5,8,14,2
TEMP007146,10,14,2,4,17,2
TEMP007147,7,8,4,8,15,2
TEMP007148,11,13,2,3,15,4
TEMP007149,9,8,4,4,19,1
TEMP007150,12,11,2,11,14,0
TEMP007151,7,8,5,9,9,5
TEMP007152,14,14,4,2,17,2
TEMP007153,14,13,2,12,10,4
TEMP007154,13,12,1,8,13,2
TEMP007155,14,12,2,11,11,3
TEMP007156,13,10,2,4,14,4
TEMP007157,15,12,4,4,13,2
TEMP007158,14,17,1,13,7,3
TEMP007159,14,9,5,6,12,2
TEMP007160,10,18,1,6,15,3
TEMP007161,14,12,5,3,16,2
TEMP007162,6,8,4,8,10,6
TEMP007163,13,15,2,4,15,2
TEMP007164,11,8,4,8,10,4
TEMP007165,10,15,5,6,12,1
TEMP007166,17,11,3,8,15,1
TEMP007167,16,10,1,6,17,1
TEMP007168,17,10,4,7,16,2
TEMP007169,10,7,5,10,12,2
TEMP007170,8,6,6,9,10,5
TEMP007171,15,4,2,4,14,5
TEMP007172,6,7,2,12,13,3
TEMP007173,8,10,4,8,12,2
TEMP007174,11,12,1,6,15,2
TEMP007175,16,11,3,6,15,0
TEMP007176,16,12,0,4,20,0
