geo_unit,Adults with children,Adults only
TEMP005630,20.0,18.0
TEMP005631,21.0,17.0
TEMP005632,20.0,19.0
TEMP005633,19.0,20.0
TEMP005634,20.0,19.0
TEMP005635,22.0,14.0
TEMP005636,21.0,16.0
TEMP005637,19.0,22.0
TEMP005638,19.0,17.0
TEMP005639,21.0,17.0
TEMP005640,20.0,19.0
TEMP005641,20.0,18.0
TEMP005642,18.0,23.0
TEMP005643,18.0,23.0
TEMP005644,20.0,19.0
TEMP005645,18.0,24.0
TEMP005646,19.0,21.0
TEMP005647,22.0,14.0
TEMP005648,20.0,19.0
TEMP005649,25.0,19.0
TEMP005650,19.0,21.0
TEMP005651,18.0,24.0
TEMP005652,19.0,20.0
TEMP005653,19.0,21.0
TEMP005654,21.0,17.0
TEMP005655,20.0,19.0
TEMP005656,18.0,23.0
TEMP005657,21.0,16.0
TEMP005658,22.0,14.0
TEMP005659,19.0,21.0
TEMP005660,20.0,18.0
TEMP005661,19.0,21.0
TEMP005662,19.0,21.0
TEMP005663,20.0,18.0
TEMP005664,20.0,18.0
TEMP005665,22.0,14.0
TEMP005666,21.0,17.0
TEMP005667,19.0,21.0
TEMP005668,17.0,26.0
TEMP005669,20.0,18.0
TEMP005670,21.0,16.0
TEMP005671,18.0,23.0
TEMP005672,47.0,43.0
TEMP005673,19.0,22.0
TEMP005674,19.0,21.0
TEMP005675,21.0,16.0
TEMP005676,19.0,26.0
TEMP005677,27.0,35.0
TEMP005678,27.0,35.0
TEMP005679,29.0,29.0
TEMP005680,28.0,32.0
TEMP005681,27.0,34.0
TEMP005682,28.0,32.0
TEMP005683,29.0,29.0
TEMP005684,29.0,30.0
TEMP005685,32.0,23.0
TEMP005686,30.0,27.0
TEMP005687,28.0,31.0
TEMP005688,29.0,30.0
TEMP005689,31.0,25.0
TEMP005690,30.0,27.0
TEMP005691,29.0,30.0
TEMP005692,30.0,27.0
TEMP005693,31.0,25.0
TEMP005694,31.0,25.0
TEMP005695,30.0,28.0
TEMP005696,27.0,34.0
TEMP005697,24.0,42.0
TEMP005698,33.0,21.0
TEMP005699,29.0,29.0
TEMP005700,30.0,28.0
TEMP005701,31.0,24.0
TEMP005702,30.0,28.0
TEMP005703,29.0,30.0
TEMP005704,29.0,30.0
TEMP005705,29.0,30.0
TEMP005706,33.0,21.0
TEMP005707,15.0,19.0
TEMP005708,17.0,15.0
TEMP005709,15.0,20.0
TEMP005710,19.0,11.0
TEMP005711,17.0,15.0
TEMP005712,15.0,19.0
TEMP005713,17.0,16.0
TEMP005714,16.0,18.0
TEMP005715,17.0,15.0
TEMP005716,17.0,15.0
TEMP005717,17.0,15.0
TEMP005718,18.0,13.0
TEMP005719,20.0,9.0
TEMP005720,18.0,13.0
TEMP005721,16.0,18.0
TEMP005722,14.0,23.0
TEMP005723,17.0,15.0
TEMP005724,18.0,13.0
TEMP005725,19.0,11.0
TEMP005726,17.0,16.0
TEMP005727,17.0,15.0
TEMP005728,17.0,16.0
TEMP005729,15.0,19.0
TEMP005730,15.0,19.0
TEMP005731,16.0,18.0
TEMP005732,16.0,17.0
TEMP005733,15.0,20.0
TEMP005734,18.0,14.0
TEMP005735,16.0,18.0
TEMP005736,17.0,15.0
TEMP005737,15.0,20.0
TEMP005738,15.0,20.0
TEMP005739,15.0,20.0
TEMP005740,17.0,16.0
TEMP005741,17.0,15.0
TEMP005742,16.0,18.0
TEMP005743,17.0,16.0
TEMP005744,19.0,11.0
TEMP005745,12.0,27.0
TEMP005746,17.0,15.0
TEMP005747,15.0,20.0
TEMP005748,26.0,16.0
TEMP005749,23.0,23.0
TEMP005750,25.0,18.0
TEMP005751,23.0,23.0
TEMP005752,26.0,17.0
TEMP005753,24.0,21.0
TEMP005754,24.0,21.0
TEMP005755,22.0,25.0
TEMP005756,27.0,14.0
TEMP005757,21.0,28.0
TEMP005758,24.0,22.0
TEMP005759,25.0,19.0
TEMP005760,24.0,21.0
TEMP005761,24.0,21.0
TEMP005762,24.0,22.0
TEMP005763,22.0,26.0
TEMP005764,21.0,27.0
TEMP005765,24.0,20.0
TEMP005766,26.0,17.0
TEMP005767,25.0,19.0
TEMP005768,23.0,24.0
TEMP005769,20.0,30.0
TEMP005770,25.0,18.0
TEMP005771,25.0,18.0
TEMP005772,22.0,25.0
TEMP005773,24.0,21.0
TEMP005774,20.0,31.0
TEMP005775,24.0,21.0
TEMP005776,24.0,22.0
TEMP005777,22.0,23.0
TEMP005778,22.0,23.0
TEMP005779,23.0,20.0
TEMP005780,24.0,18.0
TEMP005781,22.0,23.0
TEMP005782,23.0,20.0
TEMP005783,22.0,23.0
TEMP005784,23.0,21.0
TEMP005785,21.0,25.0
TEMP005786,20.0,28.0
TEMP005787,21.0,25.0
TEMP005788,24.0,18.0
TEMP005789,22.0,23.0
TEMP005790,21.0,24.0
TEMP005791,23.0,20.0
TEMP005792,19.0,29.0
TEMP005793,24.0,18.0
TEMP005794,21.0,25.0
TEMP005795,21.0,24.0
TEMP005796,22.0,23.0
TEMP005797,22.0,22.0
TEMP005798,22.0,22.0
TEMP005799,22.0,22.0
TEMP005800,23.0,20.0
TEMP005801,21.0,25.0
TEMP005802,22.0,23.0
TEMP005803,21.0,26.0
TEMP005804,22.0,22.0
TEMP005805,22.0,23.0
TEMP005806,22.0,23.0
TEMP005807,24.0,19.0
TEMP005808,23.0,20.0
TEMP005809,23.0,20.0
TEMP005810,20.0,27.0
TEMP005811,22.0,23.0
TEMP005812,22.0,23.0
TEMP005813,22.0,23.0
TEMP005814,24.0,18.0
TEMP005815,22.0,23.0
TEMP005816,23.0,21.0
TEMP005817,21.0,25.0
TEMP005818,22.0,23.0
TEMP005819,21.0,26.0
TEMP005820,25.0,16.0
TEMP005821,21.0,24.0
TEMP005822,23.0,20.0
TEMP005823,22.0,22.0
TEMP005824,22.0,19.0
TEMP005825,21.0,21.0
TEMP005826,20.0,23.0
TEMP005827,21.0,20.0
TEMP005828,22.0,19.0
TEMP005829,20.0,23.0
TEMP005830,24.0,15.0
TEMP005831,22.0,19.0
TEMP005832,22.0,19.0
TEMP005833,20.0,23.0
TEMP005834,21.0,22.0
TEMP005835,21.0,22.0
TEMP005836,23.0,16.0
TEMP005837,22.0,19.0
TEMP005838,21.0,21.0
TEMP005839,20.0,24.0
TEMP005840,19.0,25.0
TEMP005841,20.0,24.0
TEMP005842,21.0,21.0
TEMP005843,23.0,17.0
TEMP005844,16.0,18.0
TEMP005845,20.0,23.0
TEMP005846,21.0,21.0
TEMP005847,20.0,23.0
TEMP005848,23.0,17.0
TEMP005849,21.0,21.0
TEMP005850,21.0,21.0
TEMP005851,23.0,16.0
TEMP005852,24.0,14.0
TEMP005853,22.0,19.0
TEMP005854,21.0,22.0
TEMP005855,20.0,23.0
TEMP005856,949.0,953.0
TEMP005857,22.0,19.0
TEMP005858,19.0,9.0
TEMP005859,16.0,15.0
TEMP005860,17.0,13.0
TEMP005861,18.0,11.0
TEMP005862,15.0,17.0
TEMP005863,14.0,20.0
TEMP005864,16.0,16.0
TEMP005865,16.0,16.0
TEMP005866,17.0,13.0
TEMP005867,17.0,14.0
TEMP005868,14.0,19.0
TEMP005869,16.0,15.0
TEMP005870,15.0,18.0
TEMP005871,14.0,20.0
TEMP005872,16.0,15.0
TEMP005873,16.0,15.0
TEMP005874,16.0,16.0
TEMP005875,18.0,11.0
TEMP005876,18.0,11.0
TEMP005877,14.0,20.0
TEMP005878,15.0,18.0
TEMP005879,17.0,13.0
TEMP005880,14.0,20.0
TEMP005881,15.0,17.0
TEMP005882,13.0,22.0
TEMP005883,16.0,15.0
TEMP005884,15.0,17.0
TEMP005885,15.0,18.0
TEMP005886,18.0,10.0
TEMP005887,16.0,15.0
TEMP005888,14.0,20.0
TEMP005889,20.0,28.0
TEMP005890,25.0,17.0
TEMP005891,25.0,18.0
TEMP005892,24.0,19.0
TEMP005893,22.0,24.0
TEMP005894,22.0,25.0
TEMP005895,24.0,19.0
TEMP005896,24.0,20.0
TEMP005897,22.0,25.0
TEMP005898,22.0,25.0
TEMP005899,28.0,10.0
TEMP005900,25.0,18.0
TEMP005901,21.0,27.0
TEMP005902,22.0,24.0
TEMP005903,24.0,19.0
TEMP005904,22.0,24.0
TEMP005905,22.0,24.0
TEMP005906,23.0,21.0
TEMP005907,24.0,20.0
TEMP005908,23.0,21.0
TEMP005909,23.0,22.0
TEMP005910,23.0,22.0
TEMP005911,23.0,21.0
TEMP005912,20.0,19.0
TEMP005913,21.0,16.0
TEMP005914,20.0,19.0
TEMP005915,20.0,18.0
TEMP005916,21.0,17.0
TEMP005917,21.0,17.0
TEMP005918,18.0,24.0
TEMP005919,23.0,12.0
TEMP005920,21.0,16.0
TEMP005921,22.0,15.0
TEMP005922,18.0,24.0
TEMP005923,20.0,18.0
TEMP005924,19.0,22.0
TEMP005925,18.0,23.0
TEMP005926,22.0,15.0
TEMP005927,21.0,17.0
TEMP005928,19.0,21.0
TEMP005929,20.0,19.0
TEMP005930,21.0,16.0
TEMP005931,19.0,21.0
TEMP005932,19.0,22.0
TEMP005933,20.0,19.0
TEMP005934,17.0,25.0
TEMP005935,19.0,20.0
TEMP005936,21.0,17.0
TEMP005937,17.0,25.0
TEMP005938,19.0,22.0
TEMP005939,19.0,21.0
TEMP005940,18.0,23.0
TEMP005941,20.0,18.0
TEMP005942,20.0,18.0
TEMP005943,22.0,14.0
TEMP005944,21.0,16.0
TEMP005945,20.0,19.0
TEMP005946,19.0,22.0
TEMP005947,18.0,18.0
TEMP005948,20.0,19.0
TEMP005949,19.0,20.0
TEMP005950,19.0,22.0
TEMP005951,18.0,24.0
TEMP005952,21.0,17.0
TEMP005953,18.0,23.0
TEMP005954,18.0,23.0
TEMP005955,20.0,18.0
TEMP005956,23.0,12.0
TEMP005957,17.0,25.0
TEMP005958,19.0,21.0
TEMP005959,19.0,17.0
TEMP005960,20.0,19.0
TEMP005961,19.0,21.0
TEMP005962,20.0,19.0
TEMP005963,20.0,18.0
TEMP005964,22.0,15.0
TEMP005965,18.0,23.0
TEMP005966,17.0,26.0
TEMP005967,20.0,19.0
TEMP005968,18.0,19.0
TEMP005969,20.0,18.0
TEMP005970,18.0,23.0
TEMP005971,22.0,14.0
TEMP005972,21.0,16.0
TEMP005973,19.0,22.0
TEMP005974,20.0,19.0
TEMP005975,28.0,33.0
TEMP005976,30.0,27.0
TEMP005977,34.0,18.0
TEMP005978,28.0,32.0
TEMP005979,30.0,28.0
TEMP005980,28.0,33.0
TEMP005981,30.0,27.0
TEMP005982,27.0,34.0
TEMP005983,31.0,25.0
TEMP005984,28.0,31.0
TEMP005985,29.0,30.0
TEMP005986,32.0,23.0
TEMP005987,27.0,34.0
TEMP005988,28.0,32.0
TEMP005989,31.0,24.0
TEMP005990,29.0,30.0
TEMP005991,17.0,15.0
TEMP005992,17.0,16.0
TEMP005993,15.0,20.0
TEMP005994,17.0,16.0
TEMP005995,20.0,8.0
TEMP005996,16.0,17.0
TEMP005997,17.0,15.0
TEMP005998,17.0,16.0
TEMP005999,15.0,20.0
TEMP006000,18.0,13.0
TEMP006001,18.0,13.0
TEMP006002,16.0,18.0
TEMP006003,18.0,12.0
TEMP006004,15.0,20.0
TEMP006005,17.0,15.0
TEMP006006,17.0,15.0
TEMP006007,15.0,11.0
TEMP006008,17.0,16.0
TEMP006009,17.0,15.0
TEMP006010,19.0,11.0
TEMP006011,16.0,17.0
TEMP006012,17.0,16.0
TEMP006013,16.0,17.0
TEMP006014,17.0,16.0
TEMP006015,16.0,18.0
TEMP006016,17.0,16.0
TEMP006017,18.0,13.0
TEMP006018,17.0,16.0
TEMP006019,17.0,16.0
TEMP006020,15.0,20.0
TEMP006021,15.0,19.0
TEMP006022,18.0,13.0
TEMP006023,16.0,18.0
TEMP006024,16.0,18.0
TEMP006025,18.0,13.0
TEMP006026,17.0,15.0
TEMP006027,15.0,19.0
TEMP006028,16.0,18.0
TEMP006029,15.0,20.0
TEMP006030,16.0,18.0
TEMP006031,16.0,18.0
TEMP006032,17.0,15.0
TEMP006033,16.0,17.0
TEMP006034,16.0,17.0
TEMP006035,15.0,20.0
TEMP006036,16.0,18.0
TEMP006037,17.0,15.0
TEMP006038,16.0,18.0
TEMP006039,17.0,15.0
TEMP006040,15.0,20.0
TEMP006041,18.0,12.0
TEMP006042,17.0,16.0
TEMP006043,17.0,15.0
TEMP006044,17.0,16.0
TEMP006045,18.0,13.0
TEMP006046,15.0,20.0
TEMP006047,16.0,17.0
TEMP006048,18.0,12.0
TEMP006049,23.0,23.0
TEMP006050,22.0,25.0
TEMP006051,24.0,21.0
TEMP006052,23.0,23.0
TEMP006053,23.0,23.0
TEMP006054,25.0,19.0
TEMP006055,24.0,20.0
TEMP006056,21.0,28.0
TEMP006057,22.0,26.0
TEMP006058,25.0,18.0
TEMP006059,26.0,17.0
TEMP006060,23.0,23.0
TEMP006061,22.0,26.0
TEMP006062,23.0,24.0
TEMP006063,23.0,23.0
TEMP006064,25.0,19.0
TEMP006065,24.0,21.0
TEMP006066,24.0,21.0
TEMP006067,22.0,26.0
TEMP006068,24.0,20.0
TEMP006069,24.0,22.0
TEMP006070,25.0,19.0
TEMP006071,23.0,23.0
TEMP006072,20.0,30.0
TEMP006073,24.0,21.0
TEMP006074,21.0,28.0
TEMP006075,25.0,19.0
TEMP006076,22.0,25.0
TEMP006077,22.0,26.0
TEMP006078,21.0,25.0
TEMP006079,22.0,23.0
TEMP006080,22.0,23.0
TEMP006081,23.0,21.0
TEMP006082,22.0,23.0
TEMP006083,20.0,27.0
TEMP006084,22.0,23.0
TEMP006085,24.0,18.0
TEMP006086,23.0,21.0
TEMP006087,22.0,22.0
TEMP006088,22.0,22.0
TEMP006089,22.0,22.0
TEMP006090,21.0,25.0
TEMP006091,20.0,27.0
TEMP006092,23.0,20.0
TEMP006093,22.0,22.0
TEMP006094,21.0,24.0
TEMP006095,22.0,22.0
TEMP006096,19.0,30.0
TEMP006097,22.0,22.0
TEMP006098,22.0,22.0
TEMP006099,22.0,23.0
TEMP006100,25.0,16.0
TEMP006101,24.0,18.0
TEMP006102,20.0,27.0
TEMP006103,23.0,21.0
TEMP006104,24.0,17.0
TEMP006105,23.0,21.0
TEMP006106,20.0,28.0
TEMP006107,23.0,21.0
TEMP006108,23.0,21.0
TEMP006109,23.0,20.0
TEMP006110,23.0,21.0
TEMP006111,22.0,22.0
TEMP006112,23.0,21.0
TEMP006113,23.0,21.0
TEMP006114,21.0,24.0
TEMP006115,19.0,29.0
TEMP006116,22.0,22.0
TEMP006117,21.0,22.0
TEMP006118,20.0,24.0
TEMP006119,22.0,19.0
TEMP006120,22.0,18.0
TEMP006121,23.0,16.0
TEMP006122,20.0,23.0
TEMP006123,23.0,16.0
TEMP006124,21.0,21.0
TEMP006125,21.0,21.0
TEMP006126,21.0,21.0
TEMP006127,21.0,20.0
TEMP006128,21.0,20.0
TEMP006129,21.0,21.0
TEMP006130,21.0,21.0
TEMP006131,20.0,23.0
TEMP006132,20.0,23.0
TEMP006133,20.0,23.0
TEMP006134,22.0,18.0
TEMP006135,14.0,20.0
TEMP006136,18.0,10.0
TEMP006137,15.0,17.0
TEMP006138,17.0,14.0
TEMP006139,15.0,17.0
TEMP006140,18.0,11.0
TEMP006141,17.0,14.0
TEMP006142,16.0,15.0
TEMP006143,15.0,17.0
TEMP006144,17.0,13.0
TEMP006145,14.0,19.0
TEMP006146,16.0,16.0
TEMP006147,17.0,12.0
TEMP006148,14.0,19.0
TEMP006149,17.0,13.0
TEMP006150,14.0,19.0
TEMP006151,16.0,16.0
TEMP006152,16.0,16.0
TEMP006153,15.0,17.0
TEMP006154,15.0,17.0
TEMP006155,15.0,17.0
TEMP006156,17.0,12.0
TEMP006157,15.0,17.0
TEMP006158,16.0,15.0
TEMP006159,17.0,13.0
TEMP006160,15.0,17.0
TEMP006161,15.0,18.0
TEMP006162,16.0,15.0
TEMP006163,17.0,14.0
TEMP006164,23.0,22.0
TEMP006165,19.0,31.0
TEMP006166,21.0,26.0
TEMP006167,22.0,24.0
TEMP006168,25.0,18.0
TEMP006169,22.0,24.0
TEMP006170,24.0,20.0
TEMP006171,22.0,24.0
TEMP006172,24.0,19.0
TEMP006173,22.0,24.0
TEMP006174,25.0,18.0
TEMP006175,21.0,16.0
TEMP006176,24.0,19.0
TEMP006177,23.0,22.0
TEMP006178,22.0,24.0
TEMP006179,25.0,18.0
TEMP006180,24.0,20.0
TEMP006181,23.0,23.0
TEMP006182,24.0,20.0
TEMP006183,22.0,24.0
TEMP006184,25.0,18.0
TEMP006185,24.0,20.0
TEMP006186,22.0,25.0
TEMP006187,24.0,20.0
TEMP006188,22.0,24.0
TEMP006189,24.0,20.0
TEMP006190,25.0,17.0
TEMP006191,25.0,17.0
TEMP006192,22.0,24.0
TEMP006193,20.0,29.0
TEMP006194,23.0,21.0
TEMP006195,23.0,22.0
TEMP006196,21.0,17.0
TEMP006197,17.0,26.0
TEMP006198,24.0,10.0
TEMP006199,23.0,12.0
TEMP006200,37.0,47.0
TEMP006201,20.0,18.0
TEMP006202,22.0,14.0
TEMP006203,19.0,21.0
TEMP006204,18.0,23.0
TEMP006205,18.0,24.0
TEMP006206,19.0,20.0
TEMP006207,19.0,21.0
TEMP006208,18.0,24.0
TEMP006209,19.0,21.0
TEMP006210,21.0,17.0
TEMP006211,18.0,23.0
TEMP006212,19.0,21.0
TEMP006213,20.0,18.0
TEMP006214,19.0,21.0
TEMP006215,21.0,16.0
TEMP006216,17.0,26.0
TEMP006217,20.0,19.0
TEMP006218,18.0,23.0
TEMP006219,21.0,17.0
TEMP006220,19.0,21.0
TEMP006221,21.0,16.0
TEMP006222,22.0,14.0
TEMP006223,19.0,22.0
TEMP006224,22.0,15.0
TEMP006225,19.0,20.0
TEMP006226,20.0,18.0
TEMP006227,20.0,19.0
TEMP006228,19.0,22.0
TEMP006229,19.0,20.0
TEMP006230,21.0,16.0
TEMP006231,18.0,23.0
TEMP006232,21.0,17.0
TEMP006233,19.0,20.0
TEMP006234,20.0,18.0
TEMP006235,22.0,14.0
TEMP006236,21.0,17.0
TEMP006237,20.0,19.0
TEMP006238,22.0,14.0
TEMP006239,17.0,26.0
TEMP006240,17.0,21.0
TEMP006241,21.0,16.0
TEMP006242,19.0,22.0
TEMP006243,18.0,23.0
TEMP006244,18.0,19.0
TEMP006245,20.0,19.0
TEMP006246,19.0,20.0
TEMP006247,19.0,21.0
TEMP006248,20.0,19.0
TEMP006249,21.0,16.0
TEMP006250,17.0,26.0
TEMP006251,20.0,19.0
TEMP006252,20.0,19.0
TEMP006253,21.0,16.0
TEMP006254,21.0,16.0
TEMP006255,22.0,14.0
TEMP006256,22.0,15.0
TEMP006257,20.0,18.0
TEMP006258,18.0,23.0
TEMP006259,21.0,17.0
TEMP006260,19.0,20.0
TEMP006261,19.0,21.0
TEMP006262,22.0,14.0
TEMP006263,19.0,21.0
TEMP006264,21.0,16.0
TEMP006265,23.0,12.0
TEMP006266,20.0,19.0
TEMP006267,20.0,18.0
TEMP006268,20.0,19.0
TEMP006269,21.0,17.0
TEMP006270,21.0,21.0
TEMP006271,28.0,33.0
TEMP006272,26.0,37.0
TEMP006273,28.0,32.0
TEMP006274,31.0,26.0
TEMP006275,33.0,21.0
TEMP006276,31.0,25.0
TEMP006277,34.0,18.0
TEMP006278,30.0,28.0
TEMP006279,34.0,19.0
TEMP006280,29.0,30.0
TEMP006281,31.0,25.0
TEMP006282,21.0,18.0
TEMP006283,30.0,27.0
TEMP006284,29.0,30.0
TEMP006285,30.0,27.0
TEMP006286,29.0,29.0
TEMP006287,30.0,28.0
TEMP006288,29.0,30.0
TEMP006289,30.0,27.0
TEMP006290,32.0,23.0
TEMP006291,29.0,30.0
TEMP006292,29.0,30.0
TEMP006293,31.0,25.0
TEMP006294,32.0,23.0
TEMP006295,30.0,27.0
TEMP006296,29.0,29.0
TEMP006297,28.0,31.0
TEMP006298,28.0,33.0
TEMP006299,28.0,32.0
TEMP006300,30.0,28.0
TEMP006301,31.0,26.0
TEMP006302,28.0,32.0
TEMP006303,17.0,15.0
TEMP006304,18.0,13.0
TEMP006305,18.0,13.0
TEMP006306,18.0,13.0
TEMP006307,18.0,13.0
TEMP006308,15.0,20.0
TEMP006309,18.0,13.0
TEMP006310,17.0,16.0
TEMP006311,16.0,18.0
TEMP006312,16.0,18.0
TEMP006313,17.0,15.0
TEMP006314,17.0,16.0
TEMP006315,14.0,22.0
TEMP006316,18.0,13.0
TEMP006317,16.0,17.0
TEMP006318,18.0,13.0
TEMP006319,17.0,16.0
TEMP006320,15.0,19.0
TEMP006321,19.0,11.0
TEMP006322,18.0,14.0
TEMP006323,16.0,18.0
TEMP006324,17.0,16.0
TEMP006325,15.0,20.0
TEMP006326,332.0,325.0
TEMP006327,17.0,15.0
TEMP006328,16.0,18.0
TEMP006329,18.0,13.0
TEMP006330,17.0,16.0
TEMP006331,16.0,17.0
TEMP006332,16.0,17.0
TEMP006333,16.0,18.0
TEMP006334,19.0,11.0
TEMP006335,16.0,17.0
TEMP006336,18.0,13.0
TEMP006337,18.0,14.0
TEMP006338,16.0,17.0
TEMP006339,16.0,17.0
TEMP006340,17.0,15.0
TEMP006341,18.0,12.0
TEMP006342,16.0,17.0
TEMP006343,19.0,11.0
TEMP006344,15.0,20.0
TEMP006345,17.0,15.0
TEMP006346,16.0,18.0
TEMP006347,17.0,15.0
TEMP006348,14.0,22.0
TEMP006349,19.0,10.0
TEMP006350,16.0,18.0
TEMP006351,16.0,18.0
TEMP006352,17.0,16.0
TEMP006353,15.0,20.0
TEMP006354,17.0,16.0
TEMP006355,18.0,13.0
TEMP006356,21.0,28.0
TEMP006357,25.0,19.0
TEMP006358,24.0,21.0
TEMP006359,25.0,18.0
TEMP006360,24.0,21.0
TEMP006361,25.0,19.0
TEMP006362,24.0,21.0
TEMP006363,22.0,25.0
TEMP006364,25.0,19.0
TEMP006365,23.0,23.0
TEMP006366,24.0,21.0
TEMP006367,27.0,14.0
TEMP006368,25.0,18.0
TEMP006369,21.0,28.0
TEMP006370,24.0,22.0
TEMP006371,24.0,21.0
TEMP006372,24.0,20.0
TEMP006373,26.0,17.0
TEMP006374,24.0,21.0
TEMP006375,24.0,21.0
TEMP006376,23.0,23.0
TEMP006377,25.0,18.0
TEMP006378,22.0,25.0
TEMP006379,22.0,26.0
TEMP006380,23.0,24.0
TEMP006381,24.0,22.0
TEMP006382,22.0,26.0
TEMP006383,25.0,19.0
TEMP006384,22.0,25.0
TEMP006385,23.0,23.0
TEMP006386,26.0,16.0
TEMP006387,22.0,25.0
TEMP006388,23.0,23.0
TEMP006389,24.0,21.0
TEMP006390,26.0,17.0
TEMP006391,24.0,22.0
TEMP006392,25.0,15.0
TEMP006393,24.0,18.0
TEMP006394,21.0,25.0
TEMP006395,21.0,24.0
TEMP006396,23.0,20.0
TEMP006397,22.0,23.0
TEMP006398,24.0,19.0
TEMP006399,22.0,23.0
TEMP006400,21.0,24.0
TEMP006401,21.0,25.0
TEMP006402,21.0,25.0
TEMP006403,23.0,20.0
TEMP006404,21.0,25.0
TEMP006405,25.0,15.0
TEMP006406,20.0,27.0
TEMP006407,20.0,27.0
TEMP006408,23.0,20.0
TEMP006409,21.0,24.0
TEMP006410,23.0,20.0
TEMP006411,25.0,16.0
TEMP006412,22.0,23.0
TEMP006413,24.0,19.0
TEMP006414,22.0,22.0
TEMP006415,25.0,16.0
TEMP006416,22.0,23.0
TEMP006417,22.0,23.0
TEMP006418,22.0,22.0
TEMP006419,25.0,15.0
TEMP006420,23.0,21.0
TEMP006421,22.0,22.0
TEMP006422,23.0,21.0
TEMP006423,21.0,25.0
TEMP006424,20.0,27.0
TEMP006425,23.0,20.0
TEMP006426,22.0,23.0
TEMP006427,22.0,23.0
TEMP006428,23.0,21.0
TEMP006429,21.0,25.0
TEMP006430,23.0,20.0
TEMP006431,23.0,20.0
TEMP006432,20.0,27.0
TEMP006433,24.0,18.0
TEMP006434,17.0,14.0
TEMP006435,16.0,16.0
TEMP006436,15.0,18.0
TEMP006437,17.0,13.0
TEMP006438,15.0,17.0
TEMP006439,22.0,25.0
TEMP006440,25.0,18.0
TEMP006441,27.0,13.0
TEMP006442,24.0,20.0
TEMP006443,25.0,17.0
TEMP006444,24.0,20.0
TEMP006445,23.0,23.0
TEMP006446,24.0,20.0
TEMP006447,22.0,24.0
TEMP006448,22.0,24.0
TEMP006449,24.0,19.0
TEMP006450,21.0,26.0
TEMP006451,21.0,27.0
TEMP006452,26.0,14.0
TEMP006453,23.0,23.0
TEMP006454,23.0,22.0
TEMP006455,22.0,24.0
TEMP006456,18.0,23.0
TEMP006457,26.0,15.0
TEMP006458,23.0,22.0
TEMP006459,22.0,24.0
TEMP006460,20.0,29.0
TEMP006461,21.0,26.0
TEMP006462,22.0,24.0
TEMP006463,22.0,25.0
TEMP006464,21.0,27.0
TEMP006465,22.0,24.0
TEMP006466,21.0,26.0
TEMP006467,23.0,22.0
TEMP006468,21.0,27.0
TEMP006469,26.0,14.0
TEMP006470,653.0,643.0
TEMP006471,22.0,24.0
TEMP006472,24.0,20.0
TEMP006473,20.0,30.0
TEMP006474,26.0,14.0
TEMP006475,22.0,25.0
TEMP006476,22.0,24.0
TEMP006477,25.0,18.0
TEMP006478,23.0,22.0
TEMP006479,21.0,27.0
TEMP006480,23.0,23.0
TEMP006481,23.0,23.0
TEMP006482,24.0,20.0
TEMP006483,22.0,24.0
TEMP006484,21.0,27.0
TEMP006485,23.0,22.0
TEMP006486,18.0,23.0
TEMP006487,18.0,24.0
TEMP006488,21.0,16.0
TEMP006489,18.0,23.0
TEMP006490,19.0,22.0
TEMP006491,21.0,17.0
TEMP006492,17.0,25.0
TEMP006493,21.0,17.0
TEMP006494,18.0,23.0
TEMP006495,18.0,23.0
TEMP006496,20.0,18.0
TEMP006497,18.0,24.0
TEMP006498,20.0,19.0
TEMP006499,20.0,19.0
TEMP006500,20.0,18.0
TEMP006501,18.0,24.0
TEMP006502,22.0,14.0
TEMP006503,20.0,19.0
TEMP006504,20.0,18.0
TEMP006505,18.0,24.0
TEMP006506,21.0,16.0
TEMP006507,19.0,21.0
TEMP006508,21.0,16.0
TEMP006509,19.0,21.0
TEMP006510,20.0,19.0
TEMP006511,20.0,18.0
TEMP006512,16.0,28.0
TEMP006513,18.0,24.0
TEMP006514,21.0,17.0
TEMP006515,19.0,21.0
TEMP006516,19.0,22.0
TEMP006517,23.0,12.0
TEMP006518,21.0,16.0
TEMP006519,17.0,26.0
TEMP006520,19.0,21.0
TEMP006521,22.0,15.0
TEMP006522,19.0,20.0
TEMP006523,20.0,19.0
TEMP006524,18.0,23.0
TEMP006525,21.0,16.0
TEMP006526,20.0,19.0
TEMP006527,20.0,19.0
TEMP006528,19.0,21.0
TEMP006529,19.0,21.0
TEMP006530,19.0,20.0
TEMP006531,18.0,19.0
TEMP006532,19.0,20.0
TEMP006533,21.0,16.0
TEMP006534,19.0,22.0
TEMP006535,19.0,20.0
TEMP006536,22.0,14.0
TEMP006537,20.0,19.0
TEMP006538,20.0,18.0
TEMP006539,22.0,14.0
TEMP006540,20.0,18.0
TEMP006541,19.0,21.0
TEMP006542,20.0,19.0
TEMP006543,19.0,20.0
TEMP006544,20.0,18.0
TEMP006545,21.0,16.0
TEMP006546,21.0,17.0
TEMP006547,21.0,16.0
TEMP006548,20.0,19.0
TEMP006549,19.0,21.0
TEMP006550,20.0,19.0
TEMP006551,19.0,21.0
TEMP006552,16.0,23.0
TEMP006553,21.0,17.0
TEMP006554,19.0,21.0
TEMP006555,21.0,17.0
TEMP006556,22.0,15.0
TEMP006557,21.0,17.0
TEMP006558,27.0,34.0
TEMP006559,30.0,27.0
TEMP006560,28.0,31.0
TEMP006561,29.0,30.0
